media,date,title,article_original,url
조선일보,2020-01-22,방탄소년단 4월 월드투어 돌입 서울부터 스페인까지, 방탄소년단BTS이 오는 4월 서울을 시작으로 세계 투어에 돌입한다. 방탄소년단은 22일 오전 9시 빅히트 공식 SNS 채널을 통해 BTS 맵 오브 더 소울MAP OF THE SOUL TOUR 개최 공지 포스터와 서울 공연 메인 포스터를 공개하고 한국 미국 캐나다 일본 영국 독일 스페인 등 17개 도시 37회의 1차 투어 일정을 발표했다. 방탄소년단은 오는 4월 11일12일 18일19일 서울 잠실 올림픽 주경기장에서 BTS MAP OF THE SOUL TOUR의 막을 올린다. 이후 4월 25일부터는 미국 지역에서 공연을 이어간다. 산타클라라 로스앤젤레스 댈러스 올랜도 애틀랜타 뉴저지 워싱턴 D.C 시카고 캐나다 토론토를 거친다. 이후에는 유럽으로 넘어가 영국 런던 독일 베를린 스페인 바르셀로나까지 공연을 진행한 뒤 일본으로 건너가 후쿠오카 오사카 사이타마 도쿄 등에서 공연을 펼친다. 이외에도 6월 13일14일 공연은 일자만 확정하고 정확한 도시와 공연장은 공개하지 않아 궁금증을 더하고 있다. 빅히트 엔터테인먼트 측은 지난해 LOVE YOURSELF 투어를 성공적으로 마치고 올해 새로운 투어인 MAP OF THE SOUL TOUR를 시작한다라며 현재 일자와 장소가 확정된 공연에 한해 일정을 발표했으며 추후 확정되는 일정은 따로 공개할 계획이라고 밝혔다. 방탄소년단은 2018년 8월부터 2019년 10월까지 LOVE YOURSELF 투어와 LOVE YOURSELF SPEAK YOURSELF 투어로 전 세계 23개 도시 62회 약 206만여 명의 관객을 동원했다.,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=106&oid=023&aid=0003502448
조선일보,2020-02-22,방탄소년단 새 앨범 91개국 아이튠즈 1위 역대 최고기록, 그룹 방탄소년단BTS 새 앨범이 발매하자마자 세계 91개 지역 아이튠즈 차트 1위를 휩쓸었다. 방탄소년단 앨범 중 역대 최고 기록이다. 22일 소속사 빅히트엔터테인먼트에 따르면 BTS가 전날 발매한 정규 4집 맵 오브 더 솔 7MAP OF THE SOUL7은 이날 오전 10시 기준 미국 캐나다 영국 프랑스 등 91개국 아이튠즈의 톱앨범 차트에서 1위를 기록했다. 새 앨범 타이틀곡 온ON도 미국 캐나다 영국 프랑스 이탈리아 러시아 일본 이집트 등 83개 국가 및 지역 아이튠즈 톱 송 차트에서 1위를 차지했다. 미국과 영국 아이튠즈 톱 송 차트에서는 온 외에 필터 라우더 댄 밤즈 위 아 불릿프루프 디 이터널 친구 시차 등 이번에 발매한 앨범 수록곡이 110위에 자리했다. 온은 국내에서도 멜론지니뮤직벅스뮤직플로소리바다 5개 주요 음원차트 1위에 올랐다. 다른 앨범 수록곡들도 최상위권이었다. 방탄소년단은 앨범 판매량에서도 신기록을 세웠다. 국내 음반판매량 집계사이트 한터차트에 따르면 맵 오브 더 솔 7 앨범은 발매 당일인 21일 하루동안 265만3050장이 팔렸다. 직전 앨범 맵 오브 더 솔 페르소나는 발매 후 일주일 동안 213만장 판매되며 당시 방탄소년단 앨범으로선 첫 주 최다 판매량을 기록한 바 있다. 이번 앨범은 이러한 기록을 두시간 만에 뛰어넘었다. 앨범 발매와 함께 공개된 타이틀곡 온의 키네틱 매니페스토 필름은 유튜브 공개 22시간여 만에 조회 수 4100만건을 넘어서기도 했다. 방탄소년단이 2017년 2월 공개한 봄날 뮤직비디오도 이날 오전 11시58분 유튜브 조회수 3억건을 넘기기도 했다. 방탄소년단은 3억뷰 돌파 뮤직비디오12편를 가장 많이 보유한 한국 가수가 됐다.,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=106&oid=023&aid=0003509675
경향신문,2020-03-27,방탄소년단 코로나19 확산에 북미 투어 연기, 그룹 방탄소년단BTS이 코로나19 확산으로 북미 투어 일정을 연기한다. 소속사 빅히트엔터테인먼트는 다음 달부터 열릴 예정이던 맵 오브 더 솔 월드 투어 북미 일정을 연기한다고 팬 커뮤니티 위버스에 27일 공지했다. 빅히트는 영문 공지를 내고 관련된 모두의 안전을 최우선으로 하기 위해서 다가오는 북미 투어 일정에 조정이 생길 것을 알려드린다면서 당초 다음 달 25일부터 오는 6월 6일까지 열릴 예정이던 일정을 뒤로 미룬다고 밝혔다. 앞서 방탄소년단은 코로나19의 확산 방지를 위해 다음 달 예정됐던 맵 오브 더 솔 서울 공연을 취소했다. 북미 투어의 경우 취소가 아닌 연기다. 서울 콘서트와는 달리 기존에 예매한 좌석이 연기된 날짜에 그대로 유지된다. 빅히트는 모든 티켓은 새로운 일정에 적용된다면서 새로 정해지는 일정은 최대한 빨리 공지할 것이라고 했다. 빅히트는 우리는 계속해서 새로운 투어 계획을 공지하는 것과 더불어 모두에게 안전한 환경을 제공하기 위해 모든 공공 행사와 관련된 지방 정부의 지침을 면밀히 주시하고 준수하고 있다면서 가능한 한 빨리 최고의 그리고 가장 안전한 콘서트 경험을 선사하기 위해 계속 노력하고 있으니 여러분의 더 많은 인내와 이해를 부탁드린다고 당부했다. 방탄소년단은 다음 달 서울을 시작으로 스타디움 규모 월드투어 맵 오브 더 솔 투어를 펼쳐갈 예정이었다. 이들의 다음 행선지는 로스앤젤레스LA 애틀란타 뉴저지 워싱턴 D.C 토론토 시카고 등 북미 9개 도시로 계획됐으나 북미에서 역시 코로나19 확진자가 날로 증가하면서 콘서트 일정을 미루게 됐다. 앞서 미국 질병통제예방센터CDC도 코로나19 확산을 막기 위해 앞으로 8주간 50명 이상이 모이는 행사는 열지 말라고 지난 15일이하 현지시간 권고했다. 방탄소년단의 미국 투어 첫 행선지인 캘리포니아주 샌타클라라도 최소 다음 달 5일까지 모든 특별 행사와 콘서트를 취소연기한다는 방침을 발표했고 이들이 공연을 열기로 한 공연장인 리바이스 스타디움은 최근 추가 공지가 있을 때까지 운영을 중단한다고 밝힌 바 있다. 코로나19의 영향으로 가수들의 무대가 공연장 아닌 집으로 옮겨가고 있다. 방탄소년단은 오는 30일 미국 CBS 더 레이트 레이트 쇼 위드 제임스 코든에 출연해 무대가 아닌 집에서 퍼포먼스를 하는 홈 라이브를 개최할 예정이다. 방탄소년단 외에도 이탈리아 성악가 안드레아 보첼리 영국 팝스타 두아 리파 미국 싱어송라이터 빌리 아일리시와 그의 오빠 피니즈 오코넬 RB 가수 존 레전드 등이 이날 방송에 출연한다.,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=106&oid=032&aid=0003000308
중앙일보,2020-05-25,한식구 된 BTS세븐틴여자친구엔터업계 지각변동 올까, 방탄소년단BTS 소속사 빅히트엔터테인먼트가 뉴이스트세븐틴 등이 소속된 플레디스 엔터테인먼트의 최대주주가 됐다. 빅히트는 25일 플레디스 지분을 인수해 최대주주 지위를 확보했다며 플레디스가 빅히트 진영에 합류함에 따라 빅히트의 멀티 레이블 체제는 더욱 강렬한 아티스트 라인업을 확보하게 됐다고 밝혔다. 빅히트는 지난해 걸그룹 여자친구가 소속된 쏘스뮤직을 시작으로 공격적인 인수합병에 나서고 있다. 명실상부한 국내 최고 수준의 남성그룹 라인업을 갖추게 됐다는 설명처럼 두 회사의 합병은 엔터테인먼트 업계에도 큰 파장을 불러일으킬 것으로 보인다. 지난해 가온차트 기준 연간 차트 1위는 방탄소년단 미니 6집 맵 오브 더 솔 페르소나371만장 2위는 세븐틴 정규 3집 언 오드85만장 3위는 엑소 정규 6집 옵세션76만장 순이다. 엑소는 시우민디오수호 등이 차례로 입대하면서 올해는 완전체 활동이 불가능한 상황이다. 빅히트는 단계별로 플레디스 인수를 준비해 왔다. 지난 3월 세븐틴이 빅히트가 운영하는 팬 커뮤니티 플랫폼 위버스에 입점하면서 두 회사의 합병설이 불거져 나왔다. 플레디스는 쏘스뮤직과 마찬가지로 독립적으로 운영하되 빅히트의 지원을 받게 될 예정이다. 빅히트 대표인 방시혁 프로듀서는 지난 2월 발매된 여자친구 미니앨범 회 래버런스 제작에 직접 참여하기도 했다. 포스트 방탄소년단에 대한 준비도 다각도로 이뤄지고 있다. 빅히트가 연내 기업공개IPO를 하기 위해서는 입대를 앞둔 방탄소년단에 대한 의존도를 낮추고 포트폴리오를 다양화하는 것이 선결 과제이기 때문이다. 이베스트투자증권은 지난 19일 보고서를 통해 빅히트가 플레디스 인수 시 현재 90를 초과한 방탄소년단 의존도가 75까지 유의미하게 즉각 감소할 수 있다며 양사 합병 시 연간 영업이익은 1200억원에 육박할 것이라는 분석을 내놓기도 했다. 지난해 새 보이그룹 투모로우바이투게더TXT를 론칭한 빅히트가 신인 발굴에 공을 들이는 것도 그 때문이다. 지난해 CJ ENM과 함께 설립한 합작법인 빌리프랩은 첫 번째 프로젝트로 다음 달 26일부터 Mnet에서 차세대 보이그룹을 탄생시켜 나가는 과정을 담은 관찰형 리얼리티 프로그램 아이랜드를 선보인다. SM엔터테인먼트에서 비주얼을 담당했던 민희진 이사를 브랜드 총괄로 영입 이후 걸그룹 글로벌 오디션도 진행 중이다. 2007년 플레디스를 설립한 한성수 대표 역시 보아 매니저 등을 거친 SM 출신이다. 손담비애프터스쿨프리스틴 등을 배출한 경험을 토대로 새 걸그룹 프로듀싱에 뛰어들 가능성도 있다. 한성수 대표는 플레디스 소속 아티스트와 구성원 모두가 한 단계 도약하는 계기가 될 것이라며 플레디스의 크리에이티브와 빅히트의 장점이 만나 보여주게 될 미래에 대한 기대가 크다고 말했다. 최근 상장 주관사단을 꾸리는 등 IPO 추진에도 박차를 가하고 있다. 지난달 20일 주주총회를 통해 방시혁 대표를 이사회 의장 겸 단독 대표이사로 선임하고 윤석준 글로벌 CEO와 박지원 HQ CEO 등 새로운 리더십 체제를 발표했다. 그동안 사업 부문을 담당해온 윤석준 CEO는 최근 설립한 빅히트 아메리카 등 글로벌 사업을 전담하고 넥슨에서 영입한 박지원 CEO가 국내 조직 운영을 맡게 됐다. 빅히트는 지난해 매출액 5872억원 영업이익은 987억원을 기록했다. 영업이익은 3대 기획사인 SM404억원 JYP435억원 YG20억원의 총합보다 많은 수준이다.,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=103&oid=025&aid=0003003479
경향신문,2020-06-08,방탄소년단의 온라인 축사 우리도 서툰 20대우리가 위로와 희망이 되고 싶다, 그룹 방탄소년단BTS이 코로나19 확산으로 오프라인 졸업식에 가지 못하는 졸업생들을 위해 축사를 전했다. BTS의 리더 RM은 2020년은 참 많은 일들이 있었지만 그래도 여러분들은 해냈다며 비록 꽃다발과 학사모는 없지만 오늘은 역사상 가장 특별한 졸업식이 될 것이라고 말했다. BTS는 한국시간으로 8일 오전 4시 유튜브로 중계된 가상 졸업식 디어 클래스 오브 2020Dear Class of 2020에 참석했다. 디어 클래스 오브 2020은 코로나19 여파로 오프라인 졸업식에 가지 못하는 졸업생들을 위해 유튜브가 주최한 온라인 졸업식이다. BTS는 국내 인사 중 유일하게 연사로 나서 12분가량 영상을 통해 축사했다. 해당 영상은 서울 용산구 국립중앙박물관에서 촬영됐다. RM은 대한민국 서울에서 온 여러분과 같은 20대 청춘으로서 축하의 말씀을 전한다며저와 저희 멤버들이 하는 얘기가 어떤 식으로든 위로와 희망이 되고 영감이 되면 좋겠다고 말했다. 또 중학교 시절 눈 내리는 졸업식 때 찍은 사진을 학창 시절 내내 메신저 메인사진으로 걸어뒀다며 그때의 두려움과 벅찬 마음이야말로 나 자신의 진짜 모습이었기 때문에 항상 그런 마음으로 살고 싶었기 때문이 아닐까 한다고 말했다. 정국은 고등학교 시작과 끝에는 항상 멤버들이 있었다면서 그때 찍은 영상을 최근 다시 보고 정말 저 아이가 커서 내가 된 걸까 생각했다고 말했다. 이어 남준RM 형과 다르게 먼 길을 걸어온 거 같다며 나를 믿고 멤버를 믿고 세상을 믿고 지금 이 자리에 멤버들과 서 있다. 그러니까 여러분들도 한 걸음씩 나아가고 끊임없이 달려가면 좋겠다고 말했다. 진은 고등학교 졸업식 때 막 대학 입학을 앞둔 평범한 스무살이었다고 회상하며 낯선 세상으로 나아가는 것이 두려웠다고 고백했다. 그는 때로는 앞서가는 친구들이 신경 쓰이고 조급한 마음이 들기도 했지만 걸음이 느린 대신 남들보다 시간을 조금 더 들이는 습관을 갖게 됐다. 춤 연습을 하더라도 멤버들보다 며칠 앞서 준비를 시작한다고 말했다. 최근 개인 믹스테이프비정규 무료음반를 발표한 슈가는 나는 요즘 한참 달리다 넘어진 거 같은 기분이다. 그리고 다시 일어나 주위를 둘러보니 주변에는 아무것도 없고 섬 안에 갇혀버린 것만 같다고 했다. 이어 섬이기에 할 수 있는 것들도 있다. 오로지 나 자신에 집중하는 것 나 자신의 틀을 깨보는 것이라며 여러분의 가능성은 무한하다. 나도 방탄소년단이 될 줄 꿈에도 몰랐다고 말했다. 지민은 모두 잘 지내고 있으면 좋겠지만 조금이라도 괜찮지 않다면 온 마음 다해 위로해주고 싶다며 여기 한국이라는 나라 서울이라는 도시에 나를 이해해주는 사람이 있다는 걸 꼭 기억해주면 좋겠다고 말했다. 제이홉은 자신도 음악을 만들다 보면 막다른 길에 다다를 때가 있다면서 그럴 때 딱 한 번만 더라는 생각이 나를 일으켜 세운다고 말했다. 이어 여러분들도 과연 그게 올바른 선택이었는지 내가 잘하고 있는지 이대로 가면 실패하진 않는지 끊임없이 의심하게 될 것이라며 그럴 때는 내 인생을 이끄는 건 나 자신이라는 걸 꼭 기억하면 좋겠다고 덧붙였다. 뷔는 졸업을 앞두고 무얼 해야 하는지 잘 보이지 않는 분이 있다면 자신의 진심에 기대 보라며 지금은 조금 힘들어도 그 끝자락 어딘가에 기회와 행운이 기다리고 있지 않을까 생각한다고 말했다. RM은 축사를 마무리하며 최근 우리도 중요한 계획들이 물거품이 되면서 혼란한 시간을 겪었고 그 불안감과 상실감은 아직 저희 마음 어딘가에 남아 있다면서도 사랑하는 사람들을 생각하면서 다시 마음을 추스르고 새로운 음악 작업에 몰두하고 있다고 말했다. 또 우린 음악을 하는 사람들이야가 결국 이것이 우리가 찾아낸 답이었다며 음악을 통할 때 우리는 세계의 모두와 연결돼 있음을 느끼고 이 두려운 시기에 서로에게 웃음과 용기를 전한다고 말했다. BTS는 졸업식 애프터 파티 격인 온라인 공연 마지막 주자로도 나섰다. 케이티 페리가 파티의 문을 열었고 래퍼 메건 더 스탤리언과 라틴 팝 보이밴드 CNCO에 이어 BTS가 국립중앙박물관을 배경으로 등장했다. BTS는 작은 것들을 위한 시 무대를 펼친 뒤 봄날과 소우주를 연달아 불렀다. 이날 행사에는 버락 오바마 전 미국 대통령 부부 순다르 피차이 구글 최고경영자CEO 최연소 노벨평화상 수상자인 말랄라 유사프자이 팝스타 비욘세 로버트 게이츠 전 미국 국방장관 콘돌리자 라이스 전 미국 국무장관 등 다양한 인사들이 연사로 참여했다. 저스틴 팀버레이크 션 멘데스 테일러 스위프트 빌리 아일리시 얼리샤 키스 제니퍼 로페즈 등도 스페셜 게스트로 짤막한 축하 메시지를 전달했다.,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=103&oid=032&aid=0003013595
경향신문,2020-06-15,BTS 온라인 콘서트 방방콘 The Live로 107개 지역 75만 아미 만났다, 그룹 방탄소년단이 실시간 라이브 공연 방방콘 The Live를 열어 75만 6600여명의 아미들과 뜨거운 교감을 나눴다. 한국과 미국 영국 일본 중국 등 총 107개 지역에서 이번 공연을 관람했다. 방탄소년단은 지난 14일 오후 6시부터 약 100분 동안 온라인을 통해 방방콘 The Live를 개최했다. 공연은 방탄소년단의 방으로 팬들을 초대하는 콘셉트로 다양한 분위기로 꾸며진 무대를 이동하며 공연을 펼쳐 보는 재미를 더했다. 무대 디자인은 총 5개의 방과 2개의 스테이지로 구성됐으며 실제 방으로 들어가는 듯한 느낌을 위해 복도까지 배치해 공연 내내 친근하고 자유분방한 느낌이 물씬 풍겼다. 방탄소년단은 방을 옮겨 다니며 쩔어 흥탄소년단 좋아요 하루만을 비롯해 Jamais Vu Respect 친구 Black Swan 작은 것들을 위한 시 고민보다 Go Anpanman 봄날 등 총 12곡을 불렀다. 이는 6개 멀티뷰 화면으로 더욱 생동감 있게 펼쳐졌다. 이번 방방콘 The Live 공연은 최근 빅히트와 업무협약을 맺은 미국의 라이브 스트리밍 솔루션 기업인 키스위 모바일과의 협업으로 진행됐다. 빅히트와 키스위 모바일은 멀티뷰 스트리밍 시스템을 구축해 팬들은 정해진 화면이 아니라 동시에 재생되는 각기 다른 6개 멀티뷰 화면 중에서 보고 싶은 화면을 실시간으로 선택해 공연을 풍성하게 즐겼다. 마치 영상통화를 하는 것처럼 멤버들을 가까이서 볼 수 있는 클로즈업부터 화려한 안무를 만끽할 수 있는 풀 샷까지 다양했다. 방탄소년단은 오랜 기간 동안 콘서트를 기다린 팬들을 위해 특별한 선물을 준비하기도 했다. 멤버들은 투어 공연의 맛보기로 준비했다며 정규 4집 선공개곡 Black Swan과 새로운 퍼포먼스로 재탄생한 작은 것들을 위한 시 Boy With Luv를 공개했다. 특히 콘서트를 위해 새롭게 구성한 작은 것들을 위한 시 Boy With Luv는 아미밤과 연동해 색이 변하는 LED 우산을 이용한 안무가 더해져 무대를 더욱 빛나게 만들었다. 지난 2월 발매한 정규 4집 맵 오브 더 솔 7MAP OF THE SOUL 7의 수록곡 Jamais Vu Respect 친구 등은 이번 콘서트에서 처음 불렸다. 멤버들은 유닛 곡을 통해 다채로운 LED 화면과 버스정류장 콘셉트 등 이색적인 세트와 무대 의상으로 풍성한 볼거리를 선사했다. 이어 음악 작업실처럼 꾸며놓은 방에 모여 자유분방한 모습으로 정규 4집에 담긴 욱UGH과 0000Zero OClock의 일부를 부르며 분위기를 띄웠다. 방방콘 The Live의 최고 동시 접속자 수 75만 6600여명은 총 관객 5만명의 스타디움 공연 15회를 펼쳤을 때 수용할 수 있는 인원이다. 이는 전 세계에서 진행된 유료 온라인 콘서트 중 가장 큰 규모다. 이번 콘서트 개최로 방탄소년단의 유료 팬클럽 가입자도 1만명 이상 늘어났다. 방탄소년단은 공연을 마치며 전 세계 아미들을 향해 감사의 인사와 응원의 메시지를 건넸다. 제이홉은 열심히 준비한 만큼 무대를 사랑하는 우리의 마음이 전달됐으면 좋겠다. 무대를 하고 땀을 흘리니까 행복하다고 벅찬 소감을 밝혔다. 지민은 여러분이 없는 이 시간에도 우리끼리 성장을 해보려고 노력하는 중이고 잘 극복해 가고 있다. 여러분들도 이 시간에 여러분들을 더 행복하게 할 수 있는 시간들을 찾아내서 잘 극복해 웃는 얼굴로 만날 수 있으면 좋겠다고 말했다. 슈가는 전 세계에서 우리의 공연과 모습을 보고 계신 거니까 감사드린다. 꼭 다시 만나자고 전했고 이어 뷔는 빨리 공연을 할 수 있으면 좋겠다. 아미분들을 눈으로 보고 싶다고 덧붙였다. 정국은 세계 곳곳에서 많은 사랑을 보내주셔서 힘을 내서 무대를 했고 이 무대가 우리의 또 어떤 스타트가 됐으면 좋겠다고 말했다. 진과 RM은 각각 함께한 시간 너무 행복했고 기회가 된다면 여러분들을 꼭 보러 가겠다 방탄소년단과 아미의 봄날은 분명히 다시 올 것이라고 했다.,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=106&oid=032&aid=0003014856
경향신문,2020-09-10,BTS가 전 세계에 전하는 서울의 매력, 서울시가 방탄소년단BTS이 서울을 7가지 매력으로 소개하는 영상을 11일 공개한다. 서울시와 서울관광재단은 10일 방탄소년단 멤버 7명이 주제별 서울관광을 직접 안내하는 흐름으로 구성해 서울의 다채로운 매력을 보다 효과적으로 전달하는 관광 홍보영상을 11일 전 세계에 동시 공개한다고 밝혔다. 서울시는 영상을 제작하면서 회복 마케팅에 중점을 뒀다고 했다. 서울에서 만나요SEE YOU IN SEOUL를 표어로 내세우고 코로나19가 잦아들고 다시 여행이 시작되면 첫 번째 목적지는 서울이 되길 바란다는 내용을 담았다. 방탄소년단 멤버 7명은 각각 전통과 현대의 공존Old But NewRM 재충전Recharge슈가 일상 탈출Getaway뷔 즐거운 순간Exciting Moments제이홉 도시 속 휴가City Break진 자연경관Scenic Nature정국 현지 이색체험Local Life지민 등 주제 아래 서울을 소개한다. 방탄소년단은 2017년부터 서울명예관광홍보대사로 활동했다. 이번 홍보영상은 서울관광 공식 홈페이지와 유튜브 채널 페이스북 인스타그램 등서공개된다.,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=032&aid=0003031843
경향신문,2020-09-15,방탄소년단 미국 빌보드 싱글 차트 2위3주째 최상위권, 그룹 방탄소년단BTS의 다이너마이트Dynamite가 미국 빌보드 메인 싱글 차트에서 발매 3주 차 2위를 기록했다. 빌보드는 14일이하 현지시간 방탄소년단 다이너마이트가 메인 싱글 차트인 핫 100에서 발매 3주 차인 이번 주 2위를 차지했다고 밝혔다. 지난달 21일 공개한 방탄소년단의 디지털 싱글 다이너마이트는 발매 한국 가수 최초로 첫 주 핫 100에 1위로 데뷔한 뒤 2주 연속 정상을 지켰다. 1위 데뷔 후 2주 연속 정상을 유지한 곡은 빌보드 사상 20곡에 불과하다. 다이너마이트가 발매 3주차에도 미국 내 대중적 흥행의 척도로 불리는 빌보드 100에서 최상위권을 기록한 것은 이 곡이 미국 내에서 지속적인 인기를 누리고 있음을 보여준다. 핫 100은 매주 미국 내 스트리밍 실적과 음원 판매량 라디오 방송 횟수 등을 종합해 순위를 낸다. 빌보드에 따르면 다이너마이트의 발매 3주 차9월 410일 미국 내 스트리밍은 전주보다 24 줄어든 1330만 회를 기록했다. 다운로드음원 판매도 전주보다 25 줄어들기는 했지만 13만 6000건이라는 높은 수치를 보였다. 발매 후 3주 연속으로 13만 6000건 이상의 다운로드를 기록한 곡은 2016년 체인스모커스와 할시의 클로저 이후 처음이라고 빌보드는 밝혔다. 방탄소년단은 디지털 송 세일즈 차트에서 3주 연속 1위를 차지했다. 미국 일반 대중에게 노래가 노출되는 창구인 라디오에서도 계속해서 인기가 상승하고 있다. 다이너마이트는 전주보다 14보다 늘어난 1840만명의 라디오 청취자에게 노출됐다. 빌보드는 이 곡이 모든 장르의 라디오 방송 횟수로 집계하는 라디오 차트인 라디오 송즈에 방탄소년단 곡으로는 처음으로 진입49위했다고도 밝혔다. 방탄소년단은 9월 19일자 차트부터 신설된 빌보드 글로벌 200과 빌보드 글로벌미국 제외 차트에서도 모두 2위에 올랐다. 두 차트는 닐슨뮤직 데이터를 기반으로 200개 이상 지역의 스트리밍과 판매량을 집계해 순위를 매긴다. 빌보드에 따르면 다이너마이트는 집계 기간 내 전 세계에서 가장 많이 판매된 곡이다. 다이너마이트는 세계 최대 음악 스트리밍 업체 스포티파이 최신 차트9월 13일 자 글로벌 톱 50에서도 4위에 오르며 최상위권 성적을 유지하고 있다. 이번 주 핫 100 1위는 카디 비와 메건 더 스탤리언의 WAP이 차지했다. 이날 상위 10위권 곡이 먼저 발표됐으며 전체 순위는 15일 공개된다. 방탄소년단은 한국시간으로 오는 17일 미국 NBC 아메리카 갓 탤런트 19일 음악 축제 아이하트라디오 뮤직 페스티벌에 각각 출연해 다이너마이트 무대를 선보일 예정이다.,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=103&oid=032&aid=0003032492
조선일보,2020-09-17,방탄소년단 빅히트 공모주 다이너마이트 터지나, 내달 56일 코스피 일반 청약 신주 713만주 중 142만주 배정 청약증거금 58조원을 끌어모으며 코스닥 시장에 화려하게 등판한 카카오게임즈 열풍이 잦아들자 이제 투자자들의 관심은 다음 공모주 대어인 빅히트엔터테인먼트빅히트로 옮겨가고 있다. 빅히트는 소속 아이돌 그룹인 BTS방탄소년단가 신곡 다이너마이트로 지난 1일 빌보드 메인 차트인 핫hot 100에서 1위를 차지하자 바로 다음 날인 2일 금융 당국에 증권신고서를 제출하고 본격적으로 코스피 시장 상장 절차에 돌입했다. 빅히트는 오는 24일부터 이틀간 국내외 기관 투자자를 대상으로 수요 예측 조사를 진행한 후 다음 달 56일 개인투자자를 대상으로 일반 청약을 진행할 예정이다.  나도 BTS에 투자해볼까 빅히트는 작곡가이자 프로듀서인 방시혁 대표가 2005년 설립한 연예기획사다. 주요 사업은 소속 가수를 활용한 음반 및 음원 제작유통판매 공연 출판 기념 상품 제작 및 판매등이다. 소속 가수로는 BTS와 투모로우바이투게더TXT 두 팀이 있으며 지난 1년간 플레디스엔터테인먼트와 쏘스뮤직을 인수해 인기 그룹 여자친구 세븐틴 뉴이스트 등을 새로 품었다. 빅히트는 이번 공모를 통해 기존 발행 주식2849만3760주의 25 수준인 713만주를 새로 발행한다. 공모 예정가는 10만5000원13만5000원으로 총 공모 예정액은 7486억9625억원 수준이다. 신주 713만주 가운데 20142만6000주는 우리사주조합에 배정되며 60427만8000주는 기관투자자에게 배정된다. 일반 청약을 통해 개인 투자자들이 살 수 있는 물량은 나머지 20142만6000주다. 빅히트의 예상 시가총액은 공모가를 기준으로 할 때 최대 4조8500억원 수준으로 기존 연예기획사 빅3YG JYP SM의 시총을 모두 합한 금액약 3조4000억원보다 더 많다. 김현용 이베스트투자증권 연구원은 BTS가 미국을 점령한 유일무이한 K팝 그룹이라는 점 아시아 지역 외 공연 비율이 절반에 달하고 누적 음반판매량이 3000만장에 육박한다는 점에서 빅히트에 1등주 프리미엄이 적용된 것으로 보인다고 말했다. 앞서 증시에 상장된 SK바이오팜과 카카오게임즈의 주가가 공모가 대비 몇 배씩 오른 것을 감안하면 빅히트의 시총은 훨씬 더 높아질 것으로 전망된다. 빅히트가 상장할 경우 방시혁 대표뿐 아니라 우리사주를 배정받은 빅히트 직원들 역시 억대의 수익을 얻게 된다. 지난 7월 말 기준 빅히트의 직원 수는 313명으로 평균 4556주씩 빅히트 주식을 보유하게 된다. 빅히트의 공모가가 13만5000원으로 결정되고 상장 첫날 따상상장일 공모가의 2배로 시초가 형성 후 상한가 진입에 성공할 경우35만1000원 1인당 약 9억8000만원의 평가 차익을 얻게 된다.  BTS 의존 비율 88 멤버들 군 입대 문제도 빅히트는 올 상반기 코로나 사태에도 불구하고 연결 기준 매출액 2940억원을 기록하며 국내 기획사 중 가장 좋은 성적을 냈다. 영업이익은 498억원으로 나머지 빅3의 영업이익을 모두 합한 것보다 많다. 특히 빅히트는 다른 기획사와는 달리 전통적인 엔터 산업에 IT기술을 접목해 눈길을 끌고 있다. 팬 커뮤니티 겸 콘텐츠 판매 창구인 스마트폰 애플리케이션앱 위버스와 커머스 앱 위버스샵을 자체적으로 운영하며 수익을 극대화하고 있는 것이다. 빅히트는 이들 플랫폼을 통해 BTS의 온라인 공연과 다큐멘터리 등 콘텐츠는 물론 티셔츠 모자 가방 등 다양한 굿즈기념품를 판매하고 있다. 올 상반기 기준 위버스위버스샵 매출은 총 1127억원으로 전체 매출의 38.3에 달했다 하지만 BTS에 대한 의존도가 과도하다는 점이 빅히트 투자의 위험 요소로 꼽힌다. 지난해 빅히트 매출의 BTS 의존도는 97에 달했다. 빅히트는 올해 다른 기획사들을 인수합병 가수 라인업을 다양화하며 BTS에 대한 의존도를 올 상반기 88까지 낮췄지만 여전히 높은 수치다. BTS 멤버들의 군 입대 문제가 기업 가치 하락으로 이어질 수 있다는 점도 불확실성을 높이고 있다. 2011년 코스닥 시장에 상장한 YG엔터테인먼트 역시 그룹 빅뱅에 대한 의존도가 당시 70에 달해 멤버들의 군 입대 문제가 위험 요소로 꼽혔었다. 빅히트는 증권신고서에서 출생년도가 가장 빠른 멤버 진김석진28은 2021년 말일까지 입영 연기가 가능할 것으로 판단하고 있다고 밝혔다.,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=023&aid=0003562484
